Emp_ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary
HX996216,0.86,0.95,4,184,3,0,0,0,sales,low
RI844442,0.76,0.58,3,262,2,0,0,0,sales,low
XG454186,0.79,0.77,6,233,6,0,0,0,sales,low
IL569393,0.35,0.52,3,155,3,0,0,0,sales,low
LN749802,1,0.97,5,141,2,0,0,0,accounting,medium
NZ206030,0.2,0.8,6,251,5,0,0,0,accounting,medium
TQ989436,0.57,0.62,5,141,3,0,0,0,accounting,medium
RA233797,0.23,0.46,4,274,5,1,0,0,hr,medium
PG406320,0.82,0.97,3,160,2,0,0,0,hr,medium
PK134174,0.98,0.8,3,166,2,0,0,0,hr,medium
YD591685,0.52,0.7,4,219,3,0,0,0,hr,medium
YG252930,0.96,0.61,4,158,6,0,0,0,technical,medium
XD524424,0.69,0.64,4,190,4,0,0,0,technical,medium
BD916567,0.92,0.77,5,191,2,0,0,0,technical,medium
ZL297021,0.91,0.43,4,117,5,1,0,0,technical,medium
WK651550,0.85,0.96,4,240,6,0,0,0,technical,medium
YS754219,0.91,0.77,4,239,2,0,0,0,technical,medium
MW965358,0.79,0.55,4,145,3,0,0,0,technical,medium
EV531731,0.74,0.95,3,157,4,0,0,0,technical,medium
ZR546192,0.73,0.72,3,166,3,0,0,0,technical,medium
AV693507,0.55,0.98,4,137,2,0,0,0,technical,medium
XF246031,0.79,0.97,5,208,4,1,0,0,technical,medium
QV658404,0.53,0.51,4,174,2,0,0,0,support,medium
OR503585,0.7,0.6,3,267,3,0,0,0,support,medium
UQ137657,0.74,0.56,3,125,6,0,0,0,support,medium
CY520765,0.95,0.76,4,220,3,0,0,0,support,medium
DF185183,0.49,0.57,4,141,3,0,0,0,support,medium
TN246657,0.79,0.9,5,146,3,1,0,0,support,high
XO160516,0.99,0.86,3,166,2,0,0,0,support,low
HX781523,0.56,0.79,4,197,2,0,0,0,support,medium
VY971370,0.7,0.79,4,240,2,0,0,0,support,medium
BG349932,0.93,0.65,4,258,3,0,0,0,support,medium
VR837756,0.46,0.66,6,229,3,0,0,0,support,medium
CY650924,0.24,0.61,5,252,4,0,0,0,technical,medium
CT940913,0.32,0.41,3,138,3,1,0,0,technical,medium
BN419503,0.5,0.78,4,208,3,1,0,0,technical,medium
MS317862,0.58,0.72,3,113,3,1,0,0,management,medium
SX515852,0.83,0.81,4,209,4,0,0,0,IT,medium
AS426238,0.57,0.42,2,248,4,0,0,0,IT,medium
ZS491980,0.51,0.83,5,161,3,0,0,0,IT,low
AD306552,0.65,0.96,2,246,2,1,0,0,IT,low
KB350518,0.52,0.41,3,283,3,0,0,0,IT,low
VB748460,0.77,0.7,3,145,2,0,0,0,product_mng,low
ZO957148,0.42,0.77,3,270,3,0,0,0,product_mng,low
MX934938,0.68,0.79,4,273,4,0,0,0,product_mng,low
UV525653,0.83,0.92,4,187,6,1,0,0,product_mng,low
KX395118,0.66,0.63,3,166,3,0,0,0,IT,high
PY983043,0.75,0.57,3,158,2,1,0,0,RandD,low
YL252951,0.65,0.48,4,229,3,0,0,0,RandD,high
GP474709,0.49,0.6,3,191,3,1,0,0,RandD,high
TH489272,0.77,0.96,3,232,2,1,0,0,RandD,low
VG544262,0.65,0.97,3,198,3,0,0,0,RandD,low
NL719341,0.65,0.49,5,238,4,0,0,0,marketing,high
SJ343426,0.44,0.58,2,157,2,0,0,0,sales,low
VJ387358,0.61,0.72,4,134,2,0,0,0,accounting,medium
JL461202,0.98,0.89,3,150,3,0,0,0,support,high
CQ249438,0.68,0.88,5,256,2,0,0,0,technical,medium
OM788692,0.58,0.5,3,208,3,0,0,0,management,medium
AC848978,0.81,0.92,3,136,3,0,0,0,marketing,medium
HL311277,0.76,0.5,4,136,3,0,0,0,marketing,medium
JP791772,0.14,0.93,4,180,4,0,0,0,marketing,high
NL455688,0.49,0.91,3,227,3,0,0,0,sales,medium
QD566656,0.97,0.78,5,156,3,0,0,0,sales,medium
AJ946168,0.91,0.6,4,133,4,1,0,0,sales,medium
TY930236,0.15,0.98,2,96,2,0,0,0,sales,high
XX969447,0.82,0.63,3,171,3,0,0,0,sales,medium
ZJ923047,0.67,0.87,3,177,4,0,0,0,sales,high
JN635259,0.5,0.96,4,274,3,0,0,0,sales,low
QA943618,0.57,0.39,2,145,3,0,0,0,sales,medium
PH325096,0.99,0.94,5,221,2,0,0,0,sales,medium
ZR504447,0.97,0.94,3,202,2,0,0,0,sales,medium
AS831531,0.93,0.58,5,238,2,0,0,0,sales,medium
JM904737,0.62,0.6,4,170,2,0,0,0,sales,low
PM829264,0.62,0.51,4,208,2,1,0,0,sales,low
UZ668703,0.96,0.61,4,199,3,0,0,0,sales,low
ZC654332,0.98,0.96,4,253,3,0,0,0,sales,low
AV944357,0.52,0.57,4,239,3,0,0,0,sales,low
VO543371,0.56,0.77,5,279,4,0,0,0,sales,low
MN167795,0.14,0.41,6,114,3,0,0,0,sales,low
DA419300,0.29,0.38,6,105,5,0,0,0,sales,low
FI400390,0.76,0.81,4,193,3,1,0,0,accounting,low
GY230872,0.39,0.58,3,152,3,1,0,0,accounting,low
XH263782,0.96,0.72,4,228,2,0,0,0,accounting,high
EX607071,0.84,0.93,3,242,4,0,0,0,hr,low
MZ227039,0.81,0.62,4,197,3,0,0,0,hr,low
GU808810,0.51,0.51,5,222,4,0,0,0,hr,low
ZL174058,0.87,0.75,3,222,3,0,0,0,hr,low
XV860459,0.94,0.77,5,233,4,0,0,0,technical,high
VX503274,0.69,0.97,4,264,3,0,0,0,technical,low
EJ215286,0.44,0.53,3,132,3,1,0,0,technical,low
OF179402,0.85,0.55,5,182,3,0,0,0,technical,low
CH249847,0.18,0.86,6,264,3,0,0,0,technical,high
OS537448,0.91,0.74,6,253,2,0,0,0,technical,low
YI546427,0.81,0.83,3,193,3,0,0,0,technical,medium
PY315500,0.82,0.59,5,143,2,1,0,0,technical,high
VP488773,0.48,0.79,3,180,2,0,0,0,technical,medium
BV260369,0.92,0.84,3,220,3,1,0,0,technical,high
AW498686,0.94,0.88,5,150,4,0,0,0,technical,medium
ML641645,1,0.56,3,182,3,0,0,0,support,medium
MU180194,0.96,0.91,3,257,3,0,0,0,support,medium
VE495390,0.24,0.74,3,269,4,1,0,0,support,medium
IU255130,0.62,0.89,5,243,3,0,0,0,support,medium
SP623160,0.55,0.76,4,257,3,0,0,0,support,medium
DK644155,0.82,0.52,5,233,2,0,0,0,support,medium
VZ348089,0.62,0.56,4,267,4,0,0,0,support,medium
BW581068,0.61,0.69,4,160,2,1,0,0,support,high
XJ332767,0.72,0.52,3,143,4,1,0,0,support,low
EE950871,0.45,0.76,4,143,2,1,0,0,support,medium
EM213820,0.51,0.93,3,162,4,0,0,0,support,medium
KS903685,0.42,0.53,3,181,5,0,0,0,technical,medium
GO709406,0.69,0.64,3,286,3,0,0,0,technical,medium
MT204783,0.61,0.66,2,111,3,0,0,0,technical,medium
TV243846,0.5,0.98,5,177,4,0,0,0,management,medium
NW513410,0.25,0.68,4,279,5,1,0,0,IT,medium
XY807908,0.88,0.89,4,135,3,0,0,0,IT,medium
YD838988,0.81,0.66,3,160,2,0,0,0,IT,medium
GC264838,0.75,0.77,3,178,4,0,0,0,IT,high
TH350143,0.77,0.8,3,147,3,0,0,0,IT,low
MJ260658,0.55,0.72,3,204,2,0,0,0,product_mng,low
ZZ275671,0.7,0.73,5,151,2,0,0,0,product_mng,low
HT158934,0.96,0.78,3,209,2,0,0,0,product_mng,high
EF803577,0.18,0.73,6,225,4,0,0,0,product_mng,low
QH934496,0.22,0.62,6,142,3,0,0,0,IT,low
XS779192,0.95,0.49,3,158,2,0,0,0,RandD,low
IN976523,0.37,0.71,2,139,4,0,0,0,RandD,high
IW639858,0.84,0.45,3,263,2,0,0,0,RandD,low
TC939764,0.8,0.68,3,160,3,0,0,0,RandD,low
NF640102,0.57,0.55,2,173,2,0,0,0,RandD,low
OS647757,0.98,0.63,3,169,2,0,0,0,marketing,low
JV563423,0.95,0.62,3,161,3,0,0,0,sales,low
DV857408,0.8,0.65,4,172,3,1,0,0,accounting,low
PA421418,0.52,0.7,3,257,3,0,0,0,support,low
WT203769,0.31,0.62,2,139,3,0,0,0,technical,medium
DT448779,0.71,0.59,5,245,2,0,0,0,management,medium
LQ194125,0.71,0.85,3,260,3,0,0,0,marketing,medium
YM270685,0.5,0.96,5,229,4,0,0,0,marketing,medium
DA602056,0.95,0.9,2,129,5,0,0,0,marketing,medium
ZN650701,0.95,0.77,3,184,4,0,0,0,sales,medium
HM625628,0.65,0.85,4,204,3,0,0,0,sales,medium
IC227139,0.94,0.72,3,152,2,1,0,0,sales,medium
GP809715,0.72,0.85,4,142,3,0,0,0,sales,medium
AW695882,0.94,0.79,4,136,2,0,0,0,sales,medium
UL998175,0.79,0.94,4,216,4,0,0,0,sales,medium
BF619976,0.6,0.58,3,201,3,0,0,0,sales,medium
JP151674,0.62,0.76,4,163,3,0,0,0,sales,high
TP790395,0.94,0.74,4,224,5,0,0,0,sales,low
MI956311,0.24,0.5,4,209,3,0,0,0,sales,medium
JT727521,0.17,0.71,5,257,4,1,0,0,sales,medium
HJ658139,0.66,0.83,4,234,4,0,0,0,sales,medium
JV823723,0.65,0.56,3,221,2,0,0,0,sales,medium
VJ270350,0.51,0.62,2,186,2,0,0,0,sales,low
HJ896970,0.41,0.75,4,199,3,0,0,0,sales,low
NH696152,0.98,0.99,3,235,3,0,0,0,sales,low
FM357212,0.96,0.55,5,211,2,0,0,0,sales,low
CP363703,0.55,0.97,4,136,4,0,0,0,sales,low
DP942209,0.99,0.71,4,155,3,0,0,0,sales,low
FY774230,0.51,0.98,4,269,3,0,0,0,accounting,low
GM887519,0.74,0.9,3,285,3,0,0,0,accounting,low
DT738932,0.81,0.87,5,241,3,0,0,0,accounting,low
UO858064,0.51,0.87,3,180,4,0,0,0,hr,low
KF551600,0.53,0.55,5,224,2,1,0,0,hr,low
IM123542,0.67,0.48,6,107,2,1,0,0,hr,low
KZ560533,0.68,0.64,2,167,2,0,0,0,hr,low
MJ869449,0.69,0.63,3,137,3,0,0,0,technical,low
NF565825,0.71,0.65,4,239,3,0,0,0,technical,low
KU332437,0.64,0.56,3,239,3,0,0,0,technical,low
LJ139635,0.62,0.58,3,148,2,1,0,0,technical,low
HS288975,0.81,0.5,4,231,3,1,0,0,technical,low
DP255920,0.84,0.54,4,179,2,0,0,0,technical,low
RV896901,1,0.67,3,181,2,0,0,0,technical,low
JQ496672,0.72,0.73,5,184,4,1,0,0,technical,low
FK247358,0.57,0.67,3,207,2,0,0,0,technical,medium
ZN630091,0.73,0.99,4,152,4,0,0,0,technical,medium
BH710541,0.91,0.59,4,133,4,0,0,0,technical,medium
LV220905,0.98,0.85,4,178,3,0,0,0,support,medium
AE451034,0.58,0.95,4,173,3,0,0,0,support,medium
YD394720,0.73,0.52,2,113,5,1,0,0,support,medium
HO929988,0.96,0.95,3,236,2,0,0,0,support,medium
ZA233843,0.57,0.98,3,188,5,0,0,0,support,medium
VR810097,0.77,0.73,3,269,2,0,0,0,support,medium
ML231151,0.3,0.85,2,203,3,0,0,0,support,medium
HH465497,0.85,0.75,3,214,3,0,0,0,support,medium
BB201949,0.49,0.83,2,185,6,0,0,0,support,medium
KM803087,0.77,0.43,4,265,6,0,0,0,support,high
XP681008,1,0.99,4,184,4,0,0,0,support,low
YS995893,0.85,0.74,3,157,3,0,0,0,technical,medium
PE368141,0.87,0.75,3,258,3,0,0,0,technical,medium
IO433146,0.9,0.79,3,222,6,1,0,0,technical,medium
NN276630,0.71,0.8,5,248,4,0,0,0,management,medium
CE893667,0.59,0.56,5,162,4,0,0,0,IT,low
ID885010,0.85,0.74,3,250,3,1,0,0,IT,low
ZN817676,0.72,0.82,4,231,3,0,0,0,IT,low
OY449706,0.73,0.65,3,165,3,0,0,0,IT,low
HF814196,0.9,0.54,3,272,2,0,0,0,IT,low
FR358542,0.59,0.65,4,177,2,0,0,0,product_mng,low
AY993135,0.52,0.9,3,133,3,0,0,0,product_mng,low
MD422981,0.85,0.49,4,159,3,0,0,0,product_mng,low
NE851922,0.35,0.4,3,130,3,0,0,0,product_mng,low
CT345774,0.7,0.68,3,185,4,0,0,0,IT,low
FA125862,0.58,0.86,3,182,3,0,0,0,RandD,low
ZI666591,0.89,0.5,2,238,4,0,0,0,RandD,low
ZA405016,0.54,0.63,3,211,3,0,0,0,RandD,low
QG257510,0.55,0.89,4,209,3,0,0,0,RandD,low
FO947738,0.77,0.62,5,190,3,0,0,0,RandD,low
OA152333,0.55,0.61,4,272,4,1,0,0,marketing,low
NA591861,0.6,0.77,3,202,3,0,0,0,sales,low
PH826749,0.75,0.9,4,185,3,0,0,0,accounting,low
KO616055,0.57,0.88,3,176,3,0,0,0,support,low
BB741291,0.69,0.94,4,239,3,0,0,0,technical,low
ST172768,0.87,0.98,4,238,3,1,0,0,management,low
QF714780,0.69,0.36,5,269,6,1,0,0,marketing,medium
WI279097,0.58,0.92,3,232,5,0,0,0,marketing,medium
QY168634,0.87,0.64,2,148,6,1,0,0,marketing,medium
ZO500646,0.71,0.77,3,149,2,0,0,0,sales,medium
YH960551,0.74,0.78,4,203,2,0,0,0,sales,medium
BB776349,0.75,0.53,5,235,3,0,0,0,sales,medium
XN470246,0.5,0.54,2,269,2,1,0,0,sales,medium
TX811523,0.59,0.86,4,260,2,0,0,0,sales,medium
ZR650377,0.81,0.84,3,216,3,0,0,0,sales,medium
QQ858475,0.34,0.55,3,136,2,1,0,0,sales,medium
NH975649,0.53,0.87,5,158,3,0,0,0,sales,medium
OW751735,0.94,0.85,4,180,4,0,0,0,sales,medium
UB763074,0.76,0.77,5,133,2,0,0,0,sales,high
HD669967,0.2,0.58,5,199,4,0,0,0,sales,low
WJ891905,0.97,0.67,3,169,2,1,0,0,sales,medium
IC761401,0.96,0.72,3,195,2,0,0,0,sales,medium
FT904152,0.81,0.5,5,205,3,0,0,0,sales,medium
XN811580,0.2,0.48,4,156,4,1,0,0,sales,medium
WZ900974,0.53,0.71,3,125,2,1,0,0,sales,low
JS726301,0.75,0.76,3,171,4,0,0,0,sales,low
HU304308,0.55,0.91,4,199,3,0,0,0,sales,low
QA287857,0.58,0.65,5,187,2,0,0,0,sales,low
OB786954,0.99,0.64,4,218,4,0,0,0,accounting,low
TI835770,0.96,0.86,4,268,3,0,0,0,accounting,low
VW573068,0.82,0.92,3,257,2,0,0,0,accounting,low
MV949176,0.88,0.77,4,224,5,1,0,0,hr,low
TQ617222,0.78,0.97,4,221,4,0,0,0,hr,low
UV165207,0.46,0.47,6,101,5,0,0,0,hr,low
DN765843,0.88,0.59,3,224,2,0,0,0,hr,low
EE280632,0.91,0.55,3,223,4,1,0,0,technical,low
TL430080,0.6,0.68,4,271,4,0,0,0,technical,low
QY922522,0.82,0.51,3,210,2,0,0,0,technical,low
RN992083,0.67,0.56,4,241,3,0,0,0,technical,low
CG369990,0.55,0.61,3,209,3,0,0,0,technical,low
WF528290,0.73,0.62,5,186,4,0,0,0,technical,low
DB488160,0.59,0.68,4,273,2,0,0,0,technical,low
OL500861,0.4,0.65,6,172,2,1,0,0,technical,low
LF962230,0.56,0.99,3,209,2,0,0,0,technical,low
XG404158,0.87,0.57,4,175,2,1,0,0,technical,low
WQ910723,0.5,0.53,5,239,3,0,0,0,technical,medium
AJ270095,0.98,0.79,4,231,4,0,0,0,support,medium
SK168587,0.71,0.96,4,131,3,0,0,0,support,medium
HE622683,0.72,0.89,4,217,3,0,0,0,support,medium
TX781302,0.5,0.83,4,242,2,0,0,0,support,medium
WZ515965,0.89,0.56,3,224,2,0,0,0,support,medium
KP701788,0.56,0.68,3,208,3,1,0,0,support,medium
DU174835,0.32,0.55,4,167,5,0,0,0,support,medium
EL321735,0.96,0.88,5,269,2,0,0,0,support,medium
RU857705,0.67,0.92,4,156,2,0,0,0,support,medium
SF621090,0.26,0.7,3,238,6,0,0,0,support,medium
NC180240,0.51,0.9,5,193,4,0,0,0,support,medium
RW679990,0.16,0.78,4,196,5,0,0,0,technical,high
JE990321,0.77,0.71,5,233,2,0,0,0,technical,low
KE970654,0.67,0.52,2,152,5,0,0,0,technical,medium
BI567472,0.36,0.77,4,252,2,0,0,0,management,medium
SJ849417,0.69,0.82,3,262,5,1,0,0,IT,medium
FW398828,0.72,0.76,3,261,4,0,0,0,IT,medium
ES173595,0.72,0.81,4,144,2,0,0,0,IT,low
WB502732,0.88,0.95,4,234,3,0,0,0,IT,low
VA378708,0.91,0.55,2,234,2,0,0,0,IT,low
TN302321,0.96,0.6,4,170,2,1,0,0,product_mng,low
GJ730971,0.49,0.8,3,238,4,0,0,0,product_mng,low
PA936181,0.59,0.97,5,242,3,0,0,0,product_mng,low
OD679286,0.8,0.87,4,209,3,0,0,0,product_mng,low
OT445757,0.91,0.67,4,206,3,0,0,0,IT,low
FZ662870,0.18,0.79,4,240,5,0,0,0,RandD,low
RR509336,0.94,0.58,5,215,2,0,0,0,RandD,low
UF584461,0.44,0.61,3,147,4,0,0,0,RandD,low
GD249358,0.96,0.59,2,265,2,0,0,0,RandD,low
ZY372429,0.55,0.97,4,162,3,0,0,0,RandD,low
FA247750,0.99,0.54,4,239,3,0,0,0,marketing,low
TJ546506,0.75,0.88,3,224,2,0,0,0,sales,low
KC571070,0.66,0.78,4,256,3,0,0,0,accounting,low
UD818630,0.96,0.57,3,263,3,0,0,0,support,low
WA713050,0.6,0.86,6,272,4,0,0,0,technical,low
QY436742,0.64,0.78,4,159,4,0,0,0,management,medium
TW772045,0.85,0.8,4,219,2,0,0,0,marketing,medium
IL393250,0.3,0.53,3,210,6,0,0,0,marketing,medium
IC125809,0.74,0.95,4,237,3,1,0,0,marketing,medium
HT816646,0.14,0.8,5,226,3,0,0,0,sales,medium
KT965031,0.93,0.76,3,212,3,0,0,0,sales,medium
BL986461,0.75,0.48,3,250,5,0,0,0,sales,medium
XT252347,0.58,0.63,4,171,3,0,0,0,sales,medium
HH628163,0.59,0.6,3,149,4,0,0,0,sales,medium
AK178618,0.2,0.9,5,228,6,0,0,0,sales,medium
TH678885,1,0.84,3,215,2,0,0,0,sales,medium
DB333805,0.51,0.51,3,272,3,0,0,0,sales,medium
ZR361798,0.16,0.72,4,192,6,0,0,0,sales,high
XD241874,0.77,0.56,5,226,4,0,0,0,sales,low
TK326983,0.61,0.47,2,149,3,0,0,0,sales,medium
NF875420,0.73,0.51,3,244,2,0,0,0,sales,medium
LJ820185,0.52,0.85,4,193,3,0,0,0,sales,medium
ND573405,0.13,0.72,4,247,3,0,0,0,sales,medium
EG406709,0.73,0.62,3,181,3,0,0,0,sales,low
VX859621,0.39,0.68,2,137,3,1,0,0,sales,low
PE593605,0.92,0.8,3,211,4,0,0,0,sales,low
OP552866,0.34,0.78,5,137,4,0,0,0,sales,low
OJ889598,0.94,0.51,4,229,2,1,0,0,sales,low
LI892990,0.82,0.65,4,168,3,0,0,0,accounting,low
LV880512,0.26,0.69,4,180,3,1,0,0,accounting,low
CO631847,0.78,0.53,4,177,2,0,0,0,accounting,low
WX569955,0.61,0.95,4,191,2,0,0,0,hr,low
CN900713,0.5,0.53,3,191,2,1,0,0,hr,low
QB361045,0.52,0.96,4,125,3,0,0,0,hr,low
UJ766545,0.89,0.79,4,152,3,0,0,0,hr,low
KD893881,0.85,0.52,4,174,2,0,0,0,technical,low
LM906637,0.62,0.86,4,135,3,0,0,0,technical,low
RS498474,0.38,0.67,2,117,3,0,0,0,technical,low
FS821819,0.55,0.49,2,180,5,1,0,0,technical,low
JP801424,0.83,0.84,4,146,3,0,0,0,technical,low
UI315568,0.62,0.65,3,249,3,0,0,0,technical,low
UV343409,0.6,0.54,3,136,3,1,0,0,technical,low
QQ493411,0.62,0.5,4,198,3,1,0,0,technical,low
AO956463,0.23,0.88,5,201,3,0,0,0,technical,low
FK281458,0.13,0.74,6,132,4,1,0,0,technical,medium
IQ894713,0.96,0.63,4,142,4,0,0,0,technical,medium
VR489836,0.5,0.74,5,256,3,1,0,0,support,medium
QO853619,0.66,0.72,3,135,2,0,0,0,support,medium
GK634493,0.61,0.72,4,209,2,0,0,0,support,medium
KR498352,0.45,0.48,5,287,5,0,0,0,support,medium
VV478654,0.5,0.95,4,222,3,1,0,0,support,medium
CN352179,0.75,0.82,3,227,2,0,0,0,support,medium
VJ446332,0.88,0.5,4,162,2,0,0,0,support,medium
TS378324,0.49,0.79,5,206,2,0,0,0,support,medium
GG417536,0.82,0.87,5,273,6,0,0,0,support,medium
AF261969,0.92,0.65,4,135,3,0,0,0,support,medium
MM880736,0.4,0.85,5,99,2,1,0,0,support,high
KD957050,0.36,0.61,4,166,4,0,0,0,technical,low
QS183217,0.8,0.99,5,187,3,1,0,0,technical,medium
YD929347,0.68,0.65,4,134,3,0,0,0,technical,medium
UZ430338,0.54,0.45,4,137,3,1,0,0,management,medium
ZM166424,0.73,0.69,3,175,2,0,0,0,IT,medium
BA250484,0.64,0.49,5,188,2,0,0,0,IT,low
NI698122,0.12,0.39,5,161,4,0,0,0,IT,low
CY589928,0.6,0.7,4,145,6,0,0,0,IT,low
FL983779,0.36,0.62,4,111,6,0,0,0,IT,low
WF271063,0.63,0.76,3,176,2,0,0,0,product_mng,low
KW916840,0.67,0.94,2,192,3,0,0,0,product_mng,low
WU202239,0.83,0.9,3,179,2,1,0,0,product_mng,low
AP678431,0.48,0.9,4,224,3,0,0,0,product_mng,low
JF752660,0.89,0.56,4,241,5,0,0,0,IT,low
AY299888,0.71,0.96,3,201,3,0,0,0,RandD,low
IJ209735,0.31,0.59,4,138,2,0,0,0,RandD,low
VW277418,0.89,0.84,5,168,2,0,0,0,RandD,low
BJ865455,0.38,0.51,2,120,3,0,0,0,RandD,low
EK993707,0.88,0.92,3,179,3,0,0,0,RandD,low
AO957998,0.64,0.85,3,250,3,0,0,0,marketing,low
KC499257,0.65,0.74,4,237,3,1,0,0,sales,low
IU562458,0.65,0.81,4,192,3,0,0,0,accounting,low
UP779884,0.54,0.97,4,258,3,0,0,0,support,low
SN912825,0.69,0.76,4,257,4,0,0,0,technical,low
FA841767,0.77,0.78,2,271,3,0,0,0,management,low
MF441725,0.28,0.66,3,184,2,0,0,0,marketing,low
YE533732,0.33,0.4,6,214,6,0,0,0,marketing,medium
OP972427,0.83,0.68,4,198,3,0,0,0,marketing,medium
VZ228308,0.89,0.73,3,274,2,0,0,0,sales,medium
GO854559,0.76,0.6,5,279,2,0,0,0,sales,medium
SP552050,0.83,0.64,5,272,2,0,0,0,sales,medium
OX735301,0.57,0.85,4,152,3,0,0,0,sales,medium
FS942634,0.61,0.89,2,287,4,0,0,0,sales,medium
PW525836,0.96,0.89,2,239,6,1,0,0,sales,medium
DN178637,0.17,0.5,4,274,6,0,0,0,sales,medium
ZR730988,0.61,0.6,4,121,2,0,0,0,sales,medium
ZL370846,0.73,0.74,5,199,2,0,0,0,sales,medium
UC906273,0.3,0.39,3,175,3,0,0,0,sales,medium
PS920145,0.42,0.67,2,115,3,0,0,0,sales,high
DY461698,0.65,0.75,3,194,4,1,0,0,sales,low
HT809839,0.17,0.45,2,119,3,0,0,0,sales,medium
QJ900747,0.12,0.82,5,162,4,1,0,0,sales,medium
VB768838,0.7,0.78,5,264,2,0,0,0,sales,medium
JW491928,0.87,0.88,3,179,2,0,0,0,sales,medium
ZH279423,0.43,0.44,5,213,3,0,0,0,sales,low
YP217256,0.84,0.65,3,269,2,0,0,0,sales,low
HE773435,0.94,0.55,3,160,3,0,0,0,sales,low
IZ829246,0.89,0.76,4,133,2,0,0,0,accounting,low
CR237411,0.69,0.75,5,201,3,0,0,0,accounting,low
IF268167,0.18,0.99,4,160,5,0,0,0,accounting,low
MN402009,0.98,0.69,3,274,3,0,0,0,hr,low
PA230839,0.3,0.88,5,245,4,0,0,0,hr,low
NM832990,0.51,0.53,3,237,3,0,0,0,hr,medium
OR215558,0.76,0.9,3,279,6,0,0,0,hr,medium
QB565719,0.67,0.96,4,207,3,0,0,0,technical,medium
NT688307,0.12,0.84,4,218,6,0,0,0,technical,medium
OB691271,0.42,0.41,5,240,2,0,0,0,technical,medium
FV718369,0.69,0.76,3,153,3,0,0,0,technical,medium
RA502135,0.63,0.96,3,144,2,0,0,0,technical,medium
AG370488,0.66,0.62,2,159,3,1,0,0,technical,medium
UR935975,0.5,0.5,3,237,2,0,0,0,technical,medium
GA621890,0.67,0.82,5,148,2,1,0,0,technical,medium
VE236162,0.59,0.62,4,205,3,0,0,0,technical,medium
JI705936,0.75,0.78,2,264,3,1,0,0,technical,medium
SN438992,0.88,0.89,5,189,2,0,0,0,technical,medium
UO227600,0.99,0.75,3,243,3,0,0,0,support,medium
WN611406,0.44,0.42,2,199,2,0,0,0,support,medium
WW740193,0.65,0.78,4,205,2,0,0,0,support,medium
PX819764,0.88,0.63,3,184,4,0,0,0,support,medium
LZ752889,0.58,0.79,2,274,4,0,0,0,support,medium
KM621550,0.99,0.9,4,181,3,0,0,0,support,medium
RV692028,0.76,0.71,3,205,2,0,0,0,support,medium
RX960326,0.14,0.98,5,172,5,0,0,0,support,medium
YR707451,0.57,0.86,3,164,2,0,0,0,support,medium
LW454107,0.52,0.82,3,138,2,1,0,0,support,medium
NO320141,0.71,0.55,5,262,3,0,0,0,support,medium
MQ587667,0.27,0.75,5,264,3,0,0,0,technical,medium
EV954720,0.49,0.52,3,225,2,0,0,0,technical,high
SR793870,0.59,0.5,3,199,2,0,0,0,technical,high
YM343503,0.24,0.65,6,210,5,0,0,0,management,high
FH755608,0.18,0.87,6,226,4,0,0,0,IT,high
AK608003,0.73,0.62,5,134,3,0,0,0,IT,high
PM741173,0.78,0.63,6,111,6,0,0,0,IT,high
EB756489,0.94,0.73,5,142,2,1,0,0,IT,high
CH486726,0.86,0.53,3,213,3,0,0,0,IT,high
YD727213,0.97,0.88,4,139,2,0,0,0,product_mng,high
JR883783,0.49,0.54,3,145,3,0,0,0,product_mng,high
VQ870383,0.82,0.48,4,149,6,0,0,0,product_mng,high
SP632548,0.86,0.64,4,147,2,1,0,0,product_mng,high
HR646935,0.3,0.39,3,193,3,1,0,0,IT,low
ND406191,0.7,0.38,4,270,2,0,0,0,RandD,low
HM851511,0.8,0.78,5,266,3,0,0,0,RandD,low
QG521866,0.36,0.63,2,278,4,0,0,0,RandD,low
NU817249,0.4,0.61,3,165,2,0,0,0,RandD,low
SJ661408,0.8,0.58,4,175,2,0,0,0,RandD,low
GX236777,0.98,0.73,4,140,4,0,0,0,marketing,low
DA237906,0.92,0.67,3,149,3,0,0,0,sales,low
IW589857,0.68,1,3,205,4,0,0,0,accounting,low
WD599071,1,0.59,3,253,3,0,0,0,support,low
MJ768006,0.8,0.54,3,222,4,0,0,0,technical,low
OS467805,0.85,0.69,4,216,4,0,0,0,management,low
VC421988,0.69,0.6,3,139,2,0,0,0,marketing,low
QK627166,0.57,0.52,4,252,2,0,0,0,marketing,low
DG550777,0.33,0.72,2,173,2,0,0,0,marketing,low
UN126681,0.19,0.48,6,178,3,1,0,0,sales,medium
KE266621,0.5,0.63,3,160,2,0,0,0,sales,medium
MT187627,0.52,0.88,3,261,4,0,0,0,sales,medium
WY415141,0.13,0.52,6,188,3,0,0,0,sales,medium
MT940665,0.18,0.73,4,219,5,0,0,0,sales,medium
GB735120,0.86,0.64,4,263,3,0,0,0,sales,medium
JV151353,0.86,0.59,4,165,3,0,0,0,sales,medium
XD364612,0.16,0.76,6,218,6,0,0,0,sales,medium
SS852922,0.43,0.46,2,239,3,1,0,0,sales,medium
DL586616,0.79,0.63,3,212,2,1,0,0,sales,medium
EF541120,0.51,0.67,4,133,3,0,0,0,sales,medium
BG482703,0.83,0.55,5,250,3,1,0,0,sales,medium
TN298616,0.61,0.45,3,114,3,0,0,0,sales,high
